12367.0 12225.0
12368.0 12225.0
12369.0 12225.0
12370.0 12225.0
12371.0 12225.0
12372.0 12225.0
12373.0 12225.0
12374.0 12225.0
12375.0 12225.0
12376.0 12225.0
12377.0 12225.0
12378.0 12225.0
12379.0 12225.0
12380.0 12225.0
12381.0 12224.9999999
12382.0 12224.9999999
12383.0 12224.9999999
12384.0 12224.9999999
12385.0 12224.9999999
12386.0 12224.9999999
12387.0 12224.9999999
12388.0 12224.9999999
12389.0 12224.9999999
12390.0 12224.9999999
12391.0 12224.9999999
12392.0 12224.9999999
12393.0 12224.9999999
12394.0 12224.9999999
12395.0 12224.9999999
12396.0 12224.9999998
12397.0 12224.9999998
12398.0 12224.9999998
12399.0 12224.9999998
12400.0 12224.9999998
12401.0 12224.9999998
12402.0 12224.9999998
12403.0 12224.9999998
12404.0 12224.9999998
12405.0 12224.9999997
12406.0 12224.9999997
12407.0 12224.9999997
12408.0 12224.9999997
12409.0 12224.9999997
12410.0 12224.9999997
12411.0 12224.9999996
12412.0 12224.9999996
12413.0 12224.9999996
12414.0 12224.9999996
12415.0 12224.9999996
12416.0 12224.9999995
12417.0 12224.9999995
12418.0 12224.9999995
12419.0 12224.9999995
12420.0 12224.9999994
12421.0 12224.9999994
12422.0 12224.9999994
12423.0 12224.9999994
12424.0 12224.9999993
12425.0 12224.9999993
12426.0 12224.9999993
12427.0 12224.9999992
12428.0 12224.9999992
12429.0 12224.9999991
12430.0 12224.9999991
12431.0 12224.9999991
12432.0 12224.999999
12433.0 12224.999999
12434.0 12224.9999989
12435.0 12224.9999989
12436.0 12224.9999988
12437.0 12224.9999988
12438.0 12224.9999987
12439.0 12224.9999986
12440.0 12224.9999986
12441.0 12224.9999985
12442.0 12224.9999984
12443.0 12224.9999984
12444.0 12224.9999983
12445.0 12224.9999982
12446.0 12224.9999981
12447.0 12224.9999981
12448.0 12224.999998
12449.0 12224.9999979
12450.0 12224.9999978
12451.0 12224.9999977
12452.0 12224.9999976
12453.0 12224.9999975
12454.0 12224.9999974
12455.0 12224.9999972
12456.0 12224.9999971
12457.0 12224.999997
12458.0 12224.9999969
12459.0 12224.9999967
12460.0 12224.9999966
12461.0 12224.9999964
12462.0 12224.9999963
12463.0 12224.9999961
12464.0 12224.9999959
12465.0 12224.9999958
12466.0 12224.9999956
12467.0 12224.9999954
12468.0 12224.9999952
12469.0 12224.999995
12470.0 12224.9999948
12471.0 12224.9999945
12472.0 12224.9999943
12473.0 12224.9999941
12474.0 12224.9999938
12475.0 12224.9999935
12476.0 12224.9999933
12477.0 12224.999993
12478.0 12224.9999927
12479.0 12224.9999924
12480.0 12224.999992
12481.0 12224.9999917
12482.0 12224.9999913
12483.0 12224.999991
12484.0 12224.9999906
12485.0 12224.9999902
12486.0 12224.9999898
12487.0 12224.9999893
12488.0 12224.9999889
12489.0 12224.9999884
12490.0 12224.9999879
12491.0 12224.9999874
12492.0 12224.9999869
12493.0 12224.9999864
12494.0 12224.9999858
12495.0 12224.9999852
12496.0 12224.9999846
12497.0 12224.9999839
12498.0 12224.9999833
12499.0 12224.9999826
12500.0 12224.9999818
12501.0 12224.9999811
12502.0 12224.9999803
12503.0 12224.9999795
12504.0 12224.9999786
12505.0 12224.9999777
12506.0 12224.9999768
12507.0 12224.9999759
12508.0 12224.9999749
12509.0 12224.9999738
12510.0 12224.9999728
12511.0 12224.9999716
12512.0 12224.9999705
12513.0 12224.9999693
12514.0 12224.999968
12515.0 12224.9999667
12516.0 12224.9999654
12517.0 12224.9999639
12518.0 12224.9999625
12519.0 12224.9999609
12520.0 12224.9999594
12521.0 12224.9999577
12522.0 12224.999956
12523.0 12224.9999542
12524.0 12224.9999524
12525.0 12224.9999504
12526.0 12224.9999484
12527.0 12224.9999464
12528.0 12224.9999442
12529.0 12224.999942
12530.0 12224.9999396
12531.0 12224.9999372
12532.0 12224.9999347
12533.0 12224.9999321
12534.0 12224.9999294
12535.0 12224.9999266
12536.0 12224.9999236
12537.0 12224.9999206
12538.0 12224.9999174
12539.0 12224.9999142
12540.0 12224.9999107
12541.0 12224.9999072
12542.0 12224.9999035
12543.0 12224.9998997
12544.0 12224.9998958
12545.0 12224.9998916
12546.0 12224.9998874
12547.0 12224.9998829
12548.0 12224.9998783
12549.0 12224.9998736
12550.0 12224.9998686
12551.0 12224.9998635
12552.0 12224.9998581
12553.0 12224.9998526
12554.0 12224.9998468
12555.0 12224.9998408
12556.0 12224.9998346
12557.0 12224.9998282
12558.0 12224.9998215
12559.0 12224.9998146
12560.0 12224.9998074
12561.0 12224.9998
12562.0 12224.9997922
12563.0 12224.9997842
12564.0 12224.9997759
12565.0 12224.9997672
12566.0 12224.9997583
12567.0 12224.999749
12568.0 12224.9997393
12569.0 12224.9997293
12570.0 12224.999719
12571.0 12224.9997082
12572.0 12224.9996971
12573.0 12224.9996855
12574.0 12224.9996735
12575.0 12224.9996611
12576.0 12224.9996482
12577.0 12224.9996348
12578.0 12224.9996209
12579.0 12224.9996066
12580.0 12224.9995917
12581.0 12224.9995762
12582.0 12224.9995602
12583.0 12224.9995436
12584.0 12224.9995264
12585.0 12224.9995086
12586.0 12224.9994901
12587.0 12224.999471
12588.0 12224.9994511
12589.0 12224.9994306
12590.0 12224.9994092
12591.0 12224.9993872
12592.0 12224.9993643
12593.0 12224.9993406
12594.0 12224.999316
12595.0 12224.9992906
12596.0 12224.9992642
12597.0 12224.999237
12598.0 12224.9992087
12599.0 12224.9991794
12600.0 12224.999149
12601.0 12224.9991176
12602.0 12224.9990851
12603.0 12224.9990514
12604.0 12224.9990165
12605.0 12224.9989804
12606.0 12224.9989429
12607.0 12224.9989042
12608.0 12224.9988641
12609.0 12224.9988225
12610.0 12224.9987795
12611.0 12224.998735
12612.0 12224.9986889
12613.0 12224.9986412
12614.0 12224.9985918
12615.0 12224.9985407
12616.0 12224.9984878
12617.0 12224.9984331
12618.0 12224.9983764
12619.0 12224.9983178
12620.0 12224.9982571
12621.0 12224.9981943
12622.0 12224.9981293
12623.0 12224.9980621
12624.0 12224.9979925
12625.0 12224.9979205
12626.0 12224.9978461
12627.0 12224.9977691
12628.0 12224.9976894
12629.0 12224.9976069
12630.0 12224.9975217
12631.0 12224.9974335
12632.0 12224.9973423
12633.0 12224.997248
12634.0 12224.9971504
12635.0 12224.9970495
12636.0 12224.9969452
12637.0 12224.9968373
12638.0 12224.9967258
12639.0 12224.9966104
12640.0 12224.9964912
12641.0 12224.9963679
12642.0 12224.9962404
12643.0 12224.9961086
12644.0 12224.9959724
12645.0 12224.9958316
12646.0 12224.9956861
12647.0 12224.9955356
12648.0 12224.9953802
12649.0 12224.9952195
12650.0 12224.9950534
12651.0 12224.9948818
12652.0 12224.9947045
12653.0 12224.9945212
12654.0 12224.9943319
12655.0 12224.9941363
12656.0 12224.9939341
12657.0 12224.9937253
12658.0 12224.9935096
12659.0 12224.9932867
12660.0 12224.9930565
12661.0 12224.9928187
12662.0 12224.9925731
12663.0 12224.9923194
12664.0 12224.9920573
12665.0 12224.9917867
12666.0 12224.9915073
12667.0 12224.9912186
12668.0 12224.9909206
12669.0 12224.9906129
12670.0 12224.9902952
12671.0 12224.9899671
12672.0 12224.9896284
12673.0 12224.9892787
12674.0 12224.9889177
12675.0 12224.988545
12676.0 12224.9881603
12677.0 12224.9877632
12678.0 12224.9873534
12679.0 12224.9869303
12680.0 12224.9864937
12681.0 12224.9860431
12682.0 12224.9855781
12683.0 12224.9850983
12684.0 12224.9846031
12685.0 12224.9840922
12686.0 12224.983565
12687.0 12224.9830211
12688.0 12224.9824599
12689.0 12224.9818809
12690.0 12224.9812837
12691.0 12224.9806675
12692.0 12224.980032
12693.0 12224.9793764
12694.0 12224.9787002
12695.0 12224.9780029
12696.0 12224.9772836
12697.0 12224.9765418
12698.0 12224.9757769
12699.0 12224.974988
12700.0 12224.9741746
12701.0 12224.9733359
12702.0 12224.9724711
12703.0 12224.9715794
12704.0 12224.9706602
12705.0 12224.9697125
12706.0 12224.9687356
12707.0 12224.9677285
12708.0 12224.9666903
12709.0 12224.9656203
12710.0 12224.9645174
12711.0 12224.9633807
12712.0 12224.9622092
12713.0 12224.9610019
12714.0 12224.9597577
12715.0 12224.9584756
12716.0 12224.9571545
12717.0 12224.9557933
